atomic_id,domain,atomic_subtopic,papers,assessment_modes,prerequisite_atomic_ids,downstream_atomic_ids,external_prerequisite_family,template_family,hooks,base_sequence,asset_formats,delta_slots,research_layers_required,generated_artifacts,quality_gates,monitoring_metrics,evidence_status
LA-11,Linear Algebra,LU decomposition,CS|XE-A and branch-dependent numerical scope,MCQ|MSQ|NAT,LA-01|LA-05,,"scalar algebra, equations, functions and matrix notation",matrix,Shape-before-arithmetic|Transformation intuition,hook|visual_shape|operation_rule|worked_matrix|dimension_or_invariant_check|recall_prompt|mode_variant,matrix_animation|dimension_overlay|mcq_msq_nat_variants,notation_repair|dimension_check|calculation_drill|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-01,Calculus,Limits,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,,CA-02|CA-04,"algebra, functions, limits and single-variable reasoning",limit,Prediction before calculation|Graphical intuition,hook|graph_or_table|formal_definition|worked_limit|boundary_contrast|recall_prompt|timed_check,interactive_graph|step_reveal|contrast_question,algebra_repair|representation_shift|edge_case_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-02,Calculus,Indeterminate forms,ME|XE-A and paper-dependent overlap,MCQ|MSQ|NAT,CA-01,CA-03,"algebra, functions, limits and single-variable reasoning",limit,Prediction before calculation|Graphical intuition,hook|graph_or_table|formal_definition|worked_limit|boundary_contrast|recall_prompt|timed_check,interactive_graph|step_reveal|contrast_question,algebra_repair|representation_shift|edge_case_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-03,Calculus,L’Hospital’s rule,XE-A and branch-dependent scope,MCQ|MSQ|NAT,CA-02,,"algebra, functions, limits and single-variable reasoning",derivative,Rate-of-change intuition|Visual slope,hook|visual_intuition|rule_or_theorem|worked_derivation|sign_or_units_check|recall_prompt|mode_variant,animated_graph|annotated_derivation|micro_question,algebra_repair|function_reading|geometric_intuition|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-04,Calculus,Continuity,CS|CE|ME|XE-A,MCQ|MSQ|NAT,CA-01,CA-05,"algebra, functions, limits and single-variable reasoning",limit,Prediction before calculation|Graphical intuition,hook|graph_or_table|formal_definition|worked_limit|boundary_contrast|recall_prompt|timed_check,interactive_graph|step_reveal|contrast_question,algebra_repair|representation_shift|edge_case_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-05,Calculus,Differentiability,CS|CE|ME|XE-A,MCQ|MSQ|NAT,CA-04,CA-06|CA-07|CA-08|DE-01|DE-02|DE-05|NM-07|NM-10,"algebra, functions, limits and single-variable reasoning",derivative,Rate-of-change intuition|Visual slope,hook|visual_intuition|rule_or_theorem|worked_derivation|sign_or_units_check|recall_prompt|mode_variant,animated_graph|annotated_derivation|micro_question,algebra_repair|function_reading|geometric_intuition|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-06,Calculus,Mean value theorems,CS|CE|XE-A,MCQ|MSQ|NAT,CA-05,,"algebra, functions, limits and single-variable reasoning",derivative,Rate-of-change intuition|Visual slope,hook|visual_intuition|rule_or_theorem|worked_derivation|sign_or_units_check|recall_prompt|mode_variant,animated_graph|annotated_derivation|micro_question,algebra_repair|function_reading|geometric_intuition|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-07,Calculus,Maxima and minima of one variable,CS|CE|ME|XE-A,MCQ|MSQ|NAT,CA-05,,"algebra, functions, limits and single-variable reasoning",derivative,Rate-of-change intuition|Visual slope,hook|visual_intuition|rule_or_theorem|worked_derivation|sign_or_units_check|recall_prompt|mode_variant,animated_graph|annotated_derivation|micro_question,algebra_repair|function_reading|geometric_intuition|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-08,Calculus,Taylor theorem and remainder,XE-A and branch-dependent scope,MCQ|MSQ|NAT,CA-05,CA-09,"algebra, functions, limits and single-variable reasoning",derivative,Rate-of-change intuition|Visual slope,hook|visual_intuition|rule_or_theorem|worked_derivation|sign_or_units_check|recall_prompt|mode_variant,animated_graph|annotated_derivation|micro_question,algebra_repair|function_reading|geometric_intuition|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-09,Calculus,Taylor series,CS/CE/ME/XE-A in varying depth,MCQ|MSQ|NAT,CA-08,PD-06,"algebra, functions, limits and single-variable reasoning",derivative,Rate-of-change intuition|Visual slope,hook|visual_intuition|rule_or_theorem|worked_derivation|sign_or_units_check|recall_prompt|mode_variant,animated_graph|annotated_derivation|micro_question,algebra_repair|function_reading|geometric_intuition|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-10,Calculus,Fundamental theorem of integral calculus,XE-A and branch-dependent scope,MCQ|MSQ|NAT,,CA-11,"algebra, functions, limits and single-variable reasoning",integral,Accumulation story|Area or balance intuition,hook|geometric_intuition|rule_or_theorem|worked_example|bounds_or_convergence_check|recall_prompt|timed_check,area_animation|worked_example|answer_entry_check,function_reading|boundary_case|substitution_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-11,Calculus,Definite integrals,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,CA-10,CA-12|CA-13|DE-01|DE-02|DE-05|NM-08|NM-09|PD-06,"algebra, functions, limits and single-variable reasoning",integral,Accumulation story|Area or balance intuition,hook|geometric_intuition|rule_or_theorem|worked_example|bounds_or_convergence_check|recall_prompt|timed_check,area_animation|worked_example|answer_entry_check,function_reading|boundary_case|substitution_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-12,Calculus,Improper integrals,CE|EE|ME|XE-A,MCQ|MSQ|NAT,CA-11,,"algebra, functions, limits and single-variable reasoning",integral,Accumulation story|Area or balance intuition,hook|geometric_intuition|rule_or_theorem|worked_example|bounds_or_convergence_check|recall_prompt|timed_check,area_animation|worked_example|answer_entry_check,function_reading|boundary_case|substitution_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-13,Calculus,Area under curves,CE|ME|XE-A,MCQ|MSQ|NAT,CA-11,CA-14,"algebra, functions, limits and single-variable reasoning",integral,Accumulation story|Area or balance intuition,hook|geometric_intuition|rule_or_theorem|worked_example|bounds_or_convergence_check|recall_prompt|timed_check,area_animation|worked_example|answer_entry_check,function_reading|boundary_case|substitution_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-14,Calculus,Volume of revolution,CE|ME|XE-A,MCQ|MSQ|NAT,CA-13,,"algebra, functions, limits and single-variable reasoning",integral,Accumulation story|Area or balance intuition,hook|geometric_intuition|rule_or_theorem|worked_example|bounds_or_convergence_check|recall_prompt|timed_check,area_animation|worked_example|answer_entry_check,function_reading|boundary_case|substitution_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-15,Calculus,Limits and continuity of two variables,CE|ME|XE-A,MCQ|MSQ|NAT,,CA-16|PD-01,"algebra, functions, limits and single-variable reasoning",limit,Prediction before calculation|Graphical intuition,hook|graph_or_table|formal_definition|worked_limit|boundary_contrast|recall_prompt|timed_check,interactive_graph|step_reveal|contrast_question,algebra_repair|representation_shift|edge_case_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-16,Calculus,Partial derivatives,CE|EE|ME|XE-A,MCQ|MSQ|NAT,CA-15,CA-17|CA-18|CA-19|CA-20|CA-21|PD-01,"algebra, functions, limits and single-variable reasoning",derivative,Rate-of-change intuition|Visual slope,hook|visual_intuition|rule_or_theorem|worked_derivation|sign_or_units_check|recall_prompt|mode_variant,animated_graph|annotated_derivation|micro_question,algebra_repair|function_reading|geometric_intuition|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
